Dataset:     Combined Cycle Power Plant
480.53            2 (0.02%)
480.54            4 (0.04%)
480.56            1 (0.01%)
480.58            2 (0.02%)
480.59            2 (0.02%)
480.6             2 (0.02%)
480.61            2 (0.02%)
480.62            2 (0.02%)
480.63            2 (0.02%)
480.66            1 (0.01%)
480.68            2 (0.02%)
480.69            1 (0.01%)
480.7             1 (0.01%)
480.71            3 (0.03%)
480.72            1 (0.01%)
480.73            2 (0.02%)
480.74            4 (0.04%)
480.79            1 (0.01%)
480.8             2 (0.02%)
480.82            2 (0.02%)
480.83            2 (0.02%)
480.84            1 (0.01%)
480.86            2 (0.02%)
480.87            2 (0.02%)
480.92            1 (0.01%)
480.96            2 (0.02%)
480.97            1 (0.01%)
480.98            2 (0.02%)
480.99            1 (0.01%)
481.02            2 (0.02%)
481.03            5 (0.05%)
481.05            1 (0.01%)
481.07            1 (0.01%)
481.08            2 (0.02%)
481.09            2 (0.02%)
481.12            1 (0.01%)
481.13            1 (0.01%)
481.14            1 (0.01%)
481.15            1 (0.01%)
481.18            2 (0.02%)
481.23            1 (0.01%)
481.24            3 (0.03%)
481.27            2 (0.02%)
481.28            2 (0.02%)
481.29            2 (0.02%)
481.3             3 (0.03%)
481.31            1 (0.01%)
481.32            1 (0.01%)
481.34            1 (0.01%)
481.35            1 (0.01%)
481.36            1 (0.01%)
481.37            1 (0.01%)
481.38            2 (0.02%)
481.4             1 (0.01%)
481.41            1 (0.01%)
481.42            1 (0.01%)
481.44            3 (0.03%)
481.45            1 (0.01%)
481.46            4 (0.04%)
481.47            2 (0.02%)
481.49            1 (0.01%)
481.51            2 (0.02%)
481.52            2 (0.02%)
481.53            2 (0.02%)
481.54            1 (0.01%)
481.55            1 (0.01%)
481.56            3 (0.03%)
481.58            3 (0.03%)
481.59            2 (0.02%)
481.6             2 (0.02%)
481.61            1 (0.01%)
481.64            1 (0.01%)
481.66            1 (0.01%)
481.68            1 (0.01%)
481.69            2 (0.02%)
481.7             1 (0.01%)
481.73            1 (0.01%)
481.74            2 (0.02%)
481.75            1 (0.01%)
481.77            2 (0.02%)
481.78            1 (0.01%)
481.83            4 (0.04%)
481.85            2 (0.02%)
481.86            1 (0.01%)
481.87            2 (0.02%)
481.88            4 (0.04%)
481.89            2 (0.02%)
481.91            1 (0.01%)
481.92            1 (0.01%)
481.93            1 (0.01%)
481.94            1 (0.01%)
481.95            2 (0.02%)
481.96            2 (0.02%)
481.98            1 (0.01%)
482.0             1 (0.01%)
482.02            1 (0.01%)
482.05            1 (0.01%)
482.06            1 (0.01%)
482.09            1 (0.01%)
482.1             2 (0.02%)
482.11            1 (0.01%)
482.15            1 (0.01%)
482.16            3 (0.03%)
482.17            3 (0.03%)
482.19            2 (0.02%)
482.2             1 (0.01%)
482.21            1 (0.01%)
482.22            2 (0.02%)
482.25            1 (0.01%)
482.26            3 (0.03%)
482.3             1 (0.01%)
482.31            2 (0.02%)
482.34            1 (0.01%)
482.36            2 (0.02%)
482.37            2 (0.02%)
482.38            2 (0.02%)
482.39            2 (0.02%)
482.4             1 (0.01%)
482.43            1 (0.01%)
482.46            2 (0.02%)
482.47            1 (0.01%)
482.49            2 (0.02%)
482.52            1 (0.01%)
482.55            2 (0.02%)
482.56            1 (0.01%)
482.57            1 (0.01%)
482.58            1 (0.01%)
482.62            1 (0.01%)
482.63            1 (0.01%)
482.66            1 (0.01%)
482.67            1 (0.01%)
482.69            1 (0.01%)
482.71            1 (0.01%)
482.74            1 (0.01%)
482.77            1 (0.01%)
482.78            1 (0.01%)
482.79            2 (0.02%)
482.8             4 (0.04%)
482.82            2 (0.02%)
482.83            2 (0.02%)
482.85            1 (0.01%)
482.89            1 (0.01%)
482.9             1 (0.01%)
482.95            1 (0.01%)
482.96            2 (0.02%)
482.97            1 (0.01%)
482.98            2 (0.02%)
482.99            3 (0.03%)
483.0             1 (0.01%)
483.01            2 (0.02%)
483.03            2 (0.02%)
483.04            1 (0.01%)
483.06            1 (0.01%)
483.08            1 (0.01%)
483.1             1 (0.01%)
483.11            2 (0.02%)
483.12            4 (0.04%)
483.13            1 (0.01%)
483.14            1 (0.01%)
483.16            1 (0.01%)
483.17            2 (0.02%)
483.18            1 (0.01%)
483.19            1 (0.01%)
483.2             1 (0.01%)
483.24            1 (0.01%)
483.26            3 (0.03%)
483.27            3 (0.03%)
483.28            1 (0.01%)
483.3             1 (0.01%)
483.31            1 (0.01%)
483.35            1 (0.01%)
483.36            2 (0.02%)
483.38            3 (0.03%)
483.39            1 (0.01%)
483.42            1 (0.01%)
483.43            3 (0.03%)
483.49            2 (0.02%)
483.5             3 (0.03%)
483.51            1 (0.01%)
483.52            1 (0.01%)
483.53            1 (0.01%)
483.54            3 (0.03%)
483.55            2 (0.02%)
483.56            3 (0.03%)
483.57            1 (0.01%)
483.58            1 (0.01%)
483.59            2 (0.02%)
483.61            1 (0.01%)
483.62            1 (0.01%)
483.63            3 (0.03%)
483.66            1 (0.01%)
483.71            1 (0.01%)
483.72            1 (0.01%)
483.73            1 (0.01%)
483.74            3 (0.03%)
483.77            2 (0.02%)
483.79            2 (0.02%)
483.8             3 (0.03%)
483.82            3 (0.03%)
483.83            1 (0.01%)
483.86            2 (0.02%)
483.87            1 (0.01%)
483.88            2 (0.02%)
483.9             1 (0.01%)
483.91            1 (0.01%)
483.92            3 (0.03%)
483.94            2 (0.02%)
483.95            1 (0.01%)
484.0             2 (0.02%)
484.03            3 (0.03%)
484.04            1 (0.01%)
484.05            1 (0.01%)
484.07            1 (0.01%)
484.08            1 (0.01%)
484.09            1 (0.01%)
484.12            2 (0.02%)
484.13            2 (0.02%)
484.14            2 (0.02%)
484.15            1 (0.01%)
484.16            1 (0.01%)
484.17            1 (0.01%)
484.18            1 (0.01%)
484.19            1 (0.01%)
484.2             2 (0.02%)
484.21            4 (0.04%)
484.22            1 (0.01%)
484.25            1 (0.01%)
484.26            1 (0.01%)
484.29            1 (0.01%)
484.31            1 (0.01%)
484.32            1 (0.01%)
484.33            1 (0.01%)
484.34            1 (0.01%)
484.35            1 (0.01%)
484.36            1 (0.01%)
484.41            1 (0.01%)
484.42            3 (0.03%)
484.44            1 (0.01%)
484.45            2 (0.02%)
484.47            1 (0.01%)
484.49            1 (0.01%)
484.5             1 (0.01%)
484.51            2 (0.02%)
484.54            2 (0.02%)
484.55            2 (0.02%)
484.57            2 (0.02%)
484.63            1 (0.01%)
484.64            1 (0.01%)
484.65            2 (0.02%)
484.66            1 (0.01%)
484.67            1 (0.01%)
484.71            1 (0.01%)
484.75            2 (0.02%)
484.78            1 (0.01%)
484.81            1 (0.01%)
484.82            2 (0.02%)
484.85            1 (0.01%)
484.86            1 (0.01%)
484.87            1 (0.01%)
484.9             1 (0.01%)
484.91            1 (0.01%)
484.93            1 (0.01%)
484.94            3 (0.03%)
484.96            1 (0.01%)
484.97            2 (0.02%)
484.98            1 (0.01%)
484.99            1 (0.01%)
485.01            1 (0.01%)
485.02            1 (0.01%)
485.03            1 (0.01%)
485.04            1 (0.01%)
485.06            1 (0.01%)
485.08            2 (0.02%)
485.1             2 (0.02%)
485.11            1 (0.01%)
485.12            1 (0.01%)
485.13            1 (0.01%)
485.17            1 (0.01%)
485.18            3 (0.03%)
485.19            1 (0.01%)
485.2             3 (0.03%)
485.21            1 (0.01%)
485.23            2 (0.02%)
485.24            2 (0.02%)
485.25            1 (0.01%)
485.26            1 (0.01%)
485.27            1 (0.01%)
485.28            1 (0.01%)
485.29            1 (0.01%)
485.3             1 (0.01%)
485.31            1 (0.01%)
485.32            1 (0.01%)
485.35            1 (0.01%)
485.36            2 (0.02%)
485.38            1 (0.01%)
485.43            1 (0.01%)
485.46            1 (0.01%)
485.49            1 (0.01%)
485.5             1 (0.01%)
485.54            1 (0.01%)
485.57            3 (0.03%)
485.58            1 (0.01%)
485.6             2 (0.02%)
485.61            1 (0.01%)
485.66            1 (0.01%)
485.67            1 (0.01%)
485.7             1 (0.01%)
485.73            2 (0.02%)
485.75            1 (0.01%)
485.76            1 (0.01%)
485.78            1 (0.01%)
485.8             1 (0.01%)
485.83            1 (0.01%)
485.86            3 (0.03%)
485.87            1 (0.01%)
485.89            1 (0.01%)
485.92            1 (0.01%)
485.94            1 (0.01%)
485.95            2 (0.02%)
485.96            2 (0.02%)
485.98            1 (0.01%)
486.01            1 (0.01%)
486.03            1 (0.01%)
486.05            1 (0.01%)
486.06            1 (0.01%)
486.07            2 (0.02%)
486.08            1 (0.01%)
486.09            1 (0.01%)
486.11            1 (0.01%)
486.12            1 (0.01%)
486.14            2 (0.02%)
486.15            2 (0.02%)
486.18            1 (0.01%)
486.19            1 (0.01%)
486.2             2 (0.02%)
486.26            2 (0.02%)
486.3             1 (0.01%)
486.31            1 (0.01%)
486.33            1 (0.01%)
486.34            2 (0.02%)
486.35            1 (0.01%)
486.36            1 (0.01%)
486.37            1 (0.01%)
486.39            2 (0.02%)
486.4             2 (0.02%)
486.41            1 (0.01%)
486.46            2 (0.02%)
486.5             1 (0.01%)
486.52            1 (0.01%)
486.53            1 (0.01%)
486.55            1 (0.01%)
486.57            1 (0.01%)
486.58            1 (0.01%)
486.6             1 (0.01%)
486.67            1 (0.01%)
486.68            1 (0.01%)
486.7             2 (0.02%)
486.76            3 (0.03%)
486.78            1 (0.01%)
486.79            2 (0.02%)
486.8             1 (0.01%)
486.81            1 (0.01%)
486.83            1 (0.01%)
486.84            2 (0.02%)
486.86            1 (0.01%)
486.9             1 (0.01%)
486.91            3 (0.03%)
486.92            1 (0.01%)
486.94            1 (0.01%)
487.0             1 (0.01%)
487.03            1 (0.01%)
487.05            1 (0.01%)
487.07            1 (0.01%)
487.08            1 (0.01%)
487.09            1 (0.01%)
487.15            1 (0.01%)
487.17            2 (0.02%)
487.18            1 (0.01%)
487.19            3 (0.03%)
487.24            1 (0.01%)
487.25            1 (0.01%)
487.3             1 (0.01%)
487.33            3 (0.03%)
487.35            1 (0.01%)
487.36            1 (0.01%)
487.4             1 (0.01%)
487.43            1 (0.01%)
487.45            1 (0.01%)
487.48            1 (0.01%)
487.49            1 (0.01%)
487.57            1 (0.01%)
487.58            1 (0.01%)
487.63            1 (0.01%)
487.69            1 (0.01%)
487.71            2 (0.02%)
487.72            1 (0.01%)
487.78            1 (0.01%)
487.79            1 (0.01%)
487.8             1 (0.01%)
487.83            1 (0.01%)
487.84            2 (0.02%)
487.85            1 (0.01%)
487.87            1 (0.01%)
487.92            1 (0.01%)
487.94            1 (0.01%)
488.0             1 (0.01%)
488.01            1 (0.01%)
488.02            1 (0.01%)
488.03            1 (0.01%)
488.05            1 (0.01%)
488.12            1 (0.01%)
488.13            1 (0.01%)
488.17            1 (0.01%)
488.2             2 (0.02%)
488.22            1 (0.01%)
488.27            1 (0.01%)
488.32            1 (0.01%)
488.36            1 (0.01%)
488.42            1 (0.01%)
488.43            1 (0.01%)
488.48            1 (0.01%)
488.5             1 (0.01%)
488.53            2 (0.02%)
488.54            1 (0.01%)
488.56            1 (0.01%)
488.57            2 (0.02%)
488.58            1 (0.01%)
488.63            1 (0.01%)
488.64            1 (0.01%)
488.65            2 (0.02%)
488.67            1 (0.01%)
488.69            2 (0.02%)
488.7             1 (0.01%)
488.75            1 (0.01%)
488.8             1 (0.01%)
488.81            1 (0.01%)
488.82            3 (0.03%)
488.85            2 (0.02%)
488.92            1 (0.01%)
488.98            1 (0.01%)
488.99            1 (0.01%)
489.0             1 (0.01%)
489.02            1 (0.01%)
489.03            1 (0.01%)
489.04            1 (0.01%)
489.05            1 (0.01%)
489.07            1 (0.01%)
489.09            1 (0.01%)
489.1             2 (0.02%)
489.11            1 (0.01%)
489.16            1 (0.01%)
489.18            1 (0.01%)
489.22            1 (0.01%)
489.25            1 (0.01%)
489.26            1 (0.01%)
489.3             1 (0.01%)
489.36            2 (0.02%)
489.38            1 (0.01%)
489.4             1 (0.01%)
489.44            1 (0.01%)
489.45            1 (0.01%)
489.52            1 (0.01%)
489.54            1 (0.01%)
489.59            1 (0.01%)
489.6             1 (0.01%)
489.62            2 (0.02%)
489.64            3 (0.03%)
489.66            1 (0.01%)
489.68            1 (0.01%)
489.78            1 (0.01%)
489.79            1 (0.01%)
489.8             1 (0.01%)
489.86            1 (0.01%)
489.95            1 (0.01%)
489.96            3 (0.03%)
490.02            2 (0.02%)
490.03            1 (0.01%)
490.07            1 (0.01%)
490.11            1 (0.01%)
490.23            2 (0.02%)
490.34            1 (0.01%)
490.41            1 (0.01%)
490.47            1 (0.01%)
490.5             2 (0.02%)
490.55            1 (0.01%)
490.57            2 (0.02%)
490.68            1 (0.01%)
490.76            1 (0.01%)
490.78            2 (0.02%)
490.79            1 (0.01%)
490.81            2 (0.02%)
490.83            1 (0.01%)
490.84            1 (0.01%)
490.91            1 (0.01%)
490.92            1 (0.01%)
490.96            1 (0.01%)
491.1             2 (0.02%)
491.16            1 (0.01%)
491.17            1 (0.01%)
491.22            1 (0.01%)
491.23            1 (0.01%)
491.25            1 (0.01%)
491.29            1 (0.01%)
491.32            1 (0.01%)
491.35            1 (0.01%)
491.37            1 (0.01%)
491.38            1 (0.01%)
491.4             2 (0.02%)
491.49            1 (0.01%)
491.54            2 (0.02%)
491.77            1 (0.01%)
491.81            1 (0.01%)
491.84            1 (0.01%)
491.9             1 (0.01%)
491.97            1 (0.01%)
492.06            1 (0.01%)
492.09            1 (0.01%)
492.12            2 (0.02%)
492.22            1 (0.01%)
492.26            1 (0.01%)
492.39            1 (0.01%)
492.46            1 (0.01%)
492.85            1 (0.01%)
492.88            1 (0.01%)
492.92            1 (0.01%)
492.93            1 (0.01%)
492.96            1 (0.01%)
493.16            1 (0.01%)
493.3             1 (0.01%)
493.72            1 (0.01%)
493.87            1 (0.01%)
493.9             1 (0.01%)
494.21            1 (0.01%)
494.24            1 (0.01%)
494.3             1 (0.01%)
494.39            1 (0.01%)
494.43            1 (0.01%)
494.61            1 (0.01%)
494.67            1 (0.01%)
494.75            1 (0.01%)
494.84            1 (0.01%)
494.87            1 (0.01%)
494.9             1 (0.01%)
494.91            1 (0.01%)
495.21            1 (0.01%)
495.23            1 (0.01%)
495.24            1 (0.01%)
495.35            1 (0.01%)
495.76            1 (0.01%)
